文件名,目录,文件类型,扩展名,大小(KB),修改时间,关联文件,图片数量,备注,完整路径,云端链接
0703高一数学(人教A版)随机模拟-1教案.docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,328.01,2026/2/6 22:48,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/0703高一数学(人教A版)随机模拟-1教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/0703高一数学(人教A版)随机模拟-1教案.docx
0703高一数学(人教A版)随机模拟-1教案.md,必修二\第十章概率\10.3 频率与概率,md,.md,18.9,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/0703高一数学(人教A版)随机模拟-1教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/0703高一数学(人教A版)随机模拟-1教案.md
《频率与概率》教学设计1详案.doc,必修二\第十章概率\10.3 频率与概率,doc,.doc,68,2026/2/15 15:48,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教学设计1详案.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教学设计1详案.doc
《频率与概率》教学设计1详案.docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,39.6,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教学设计1详案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教学设计1详案.docx
《频率与概率》教学设计1详案.md,必修二\第十章概率\10.3 频率与概率,md,.md,10.88,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教学设计1详案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教学设计1详案.md
《频率与概率》教案 (1).doc,必修二\第十章概率\10.3 频率与概率,doc,.doc,117,2026/2/15 15:48,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案 (1).doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案 (1).doc
《频率与概率》教案 (1).docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,43.11,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案 (1).docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案 (1).docx
《频率与概率》教案 (1).md,必修二\第十章概率\10.3 频率与概率,md,.md,10.46,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案 (1).md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案 (1).md
《频率与概率》教案.doc,必修二\第十章概率\10.3 频率与概率,doc,.doc,36.51,2026/2/15 15:48,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案.doc
《频率与概率》教案.docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,19.75,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案.docx
《频率与概率》教案.md,必修二\第十章概率\10.3 频率与概率,md,.md,5.04,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/《频率与概率》教案.md
【教学设计】频率与概率.doc,必修二\第十章概率\10.3 频率与概率,doc,.doc,28,2026/2/15 15:48,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/【教学设计】频率与概率.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/【教学设计】频率与概率.doc
【教学设计】频率与概率.docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,28.26,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/【教学设计】频率与概率.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/【教学设计】频率与概率.docx
【教学设计】频率与概率.md,必修二\第十章概率\10.3 频率与概率,md,.md,7.91,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/【教学设计】频率与概率.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/【教学设计】频率与概率.md
课时3317_10.3.1频率的稳定性-10.3.1频率的稳定性【公众号dc008免费分享】.docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,159.17,2022/8/25 16:21,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时3317_10.3.1频率的稳定性-10.3.1频率的稳定性【公众号dc008免费分享】.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时3317_10.3.1频率的稳定性-10.3.1频率的稳定性【公众号dc008免费分享】.docx
课时3317_10.3.1频率的稳定性-10.3.1频率的稳定性【公众号dc008免费分享】.md,必修二\第十章概率\10.3 频率与概率,md,.md,13.65,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时3317_10.3.1频率的稳定性-10.3.1频率的稳定性【公众号dc008免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时3317_10.3.1频率的稳定性-10.3.1频率的稳定性【公众号dc008免费分享】.md
课时3320_10.3.2随机模拟-10.3.2随机模拟  教案【公众号dc008免费分享】.docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,77.8,2022/8/25 16:21,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时3320_10.3.2随机模拟-10.3.2随机模拟  教案【公众号dc008免费分享】.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时3320_10.3.2随机模拟-10.3.2随机模拟  教案【公众号dc008免费分享】.docx
课时3320_10.3.2随机模拟-10.3.2随机模拟  教案【公众号dc008免费分享】.md,必修二\第十章概率\10.3 频率与概率,md,.md,8.5,2026/4/19 11:44,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时3320_10.3.2随机模拟-10.3.2随机模拟  教案【公众号dc008免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时3320_10.3.2随机模拟-10.3.2随机模拟  教案【公众号dc008免费分享】.md
课时52_第十章概率_10.3.1频率的稳定性-教案【公众号dc008免费分享】.md,必修二\第十章概率\10.3 频率与概率,md,.md,13.12,2026/4/19 12:51,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时52_第十章概率_10.3.1频率的稳定性-教案【公众号dc008免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时52_第十章概率_10.3.1频率的稳定性-教案【公众号dc008免费分享】.md
课时52_第十章概率_10.3.1频率的稳定性-教案【公众号dc008免费分享】.pdf,必修二\第十章概率\10.3 频率与概率,pdf,.pdf,247.08,2022/8/27 17:39,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时52_第十章概率_10.3.1频率的稳定性-教案【公众号dc008免费分享】.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时52_第十章概率_10.3.1频率的稳定性-教案【公众号dc008免费分享】.pdf
课时53_第十章概率_10.3.2随机模拟-教案【公众号dc008免费分享】.md,必修二\第十章概率\10.3 频率与概率,md,.md,16.89,2026/4/19 12:59,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时53_第十章概率_10.3.2随机模拟-教案【公众号dc008免费分享】.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时53_第十章概率_10.3.2随机模拟-教案【公众号dc008免费分享】.md
课时53_第十章概率_10.3.2随机模拟-教案【公众号dc008免费分享】.pdf,必修二\第十章概率\10.3 频率与概率,pdf,.pdf,869.14,2022/8/27 17:39,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时53_第十章概率_10.3.2随机模拟-教案【公众号dc008免费分享】.pdf,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/课时53_第十章概率_10.3.2随机模拟-教案【公众号dc008免费分享】.pdf
频率与概率教案+.doc,必修二\第十章概率\10.3 频率与概率,doc,.doc,2338.5,2026/2/15 15:49,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案+.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案+.doc
频率与概率教案+.docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,1243.85,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案+.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案+.docx
频率与概率教案+.md,必修二\第十章概率\10.3 频率与概率,md,.md,10.98,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案+.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案+.md
频率与概率教案.doc,必修二\第十章概率\10.3 频率与概率,doc,.doc,29,2026/2/15 15:47,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案.doc,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案.doc
频率与概率教案.docx,必修二\第十章概率\10.3 频率与概率,docx,.docx,21.22,2026/4/19 14:53,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案.docx
频率与概率教案.md,必修二\第十章概率\10.3 频率与概率,md,.md,7.63,2026/4/19 14:56,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案.md,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/10.3 频率与概率/频率与概率教案.md
0703高一数学(人教A版)概率章节复习1教案.docx,必修二\第十章概率\第十章综合,docx,.docx,189.58,2026/2/6 22:48,,0,,math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/第十章综合/0703高一数学(人教A版)概率章节复习1教案.docx,https://math-1415627924.cos.ap-guangzhou.myqcloud.com/math-teaching-resources/03-概率与统计/01-教案/必修二/第十章概率/第十章综合/0703高一数学(人教A版)概率章节复习1教案.docx
